anime_id,eng_version,Score,Genres,Type,Episodes,Members,Premiered
17835,Seito Shokun! Kokoro ni Midori no Neckerchief wo,,"Comedy, School, Shoujo",Special,1,319,
17891,Namida no Tsubomi,,"Music, Slice of Life, Kids",Music,1,243,
17893,Cheonbangjichuk Hani,,"Sports, Comedy, School, Drama",TV,13,329,
17903,Otokogi,,Seinen,OVA,3,259,
17953,Hello Kitty no London ni Orita Uchuujin,,Kids,OVA,1,268,
17957,Hello Kitty no Papa Nante Daikirai,,"Kids, Slice of Life",OVA,1,307,
17977,Kiki to Lala no Hakuchouza no Ohimesama,,Kids,OVA,1,268,
17979,Kiki to Lala no Papa to Mama ni Aitai,,Kids,OVA,1,263,
17981,Kiki to Lala no Hoshi no Dance Shoes,,"Kids, Music",OVA,1,246,
17983,Keroppi in the Christmas Eve Gift,,"Fantasy, Kids",OVA,1,328,
17985,Keroppi in Our Treasure,,"Fantasy, Kids",OVA,1,299,
17987,Keroppi in Robin Hood,,"Kids, Fantasy",OVA,1,311,
17989,Super Real Mahjong: Mahjong Battle Scramble - Konran-teki Sento Mahjong,,"Comedy, Ecchi, Fantasy, Game",OVA,1,381,
17991,Super Real Mahjong: Kasumi Miki Shouko no Hajimemashite,,"Comedy, Ecchi, Game",OVA,1,464,
18005,Forza! Hidemaru,,Sports,TV,26,303,Spring 2002
18007,Brave Soldier,,"Military, Historical",TV,32,450,
18029,Hello Kitty in The Wonderful Sisters,,"Fantasy, Kids",OVA,1,317,
18031,Hello Kitty no Happy! Kasou Taikai,,Kids,OVA,1,276,
18033,Hello Kitty no Yuubinya-san Arigatou,,"Kids, Fantasy",OVA,1,288,
18071,Chalk-iro no People,,"Romance, Seinen",OVA,1,256,
18081,Korokoro Kuririn in The Country Mouse and the Town Mouse,,"Kids, Fantasy",OVA,1,244,
18083,Hello Kitty in The Nutcracker,,"Kids, Fantasy",OVA,1,325,
18087,Keroppi in Find the Pink Mushroom,,"Fantasy, Kids",OVA,1,297,
18137,Train Heroes,,Kids,TV,26,333,Spring 2013
18155,Line Town,,"Comedy, Kids",TV,50,659,Spring 2013
18191,Boku wa Ou-sama (TV),,Kids,TV,12,292,Spring 2013
18227,Bakujuu Gasshin Ziguru Hazeru,,"Action, Mecha",TV,6,440,Spring 2013
18241,Himitsukessha Taka no Tsume MAX,,"Comedy, Parody, Super Power",TV,38,376,Spring 2013
18269,Ujusonyeon Kaesi,,"Action, Adventure, Sci-Fi, Shounen",Movie,1,144,
18271,Cheorin Samchongsa,,"Action, Mecha, Sci-Fi, Space, Shounen",Movie,1,272,
18273,Thunder Prince,,"Action, Adventure, Martial Arts, Shounen",Movie,1,283,
18275,Mini Yon Soldier Rin!,,"Action, Adventure, Mecha, Shounen",OVA,1,178,
18283,Sonyeon 007 Eunhateukgongdae,,"Action, Adventure, Mecha, Sci-Fi, Shounen, Space",Movie,1,186,
18301,Kkureogi Balmyeongwang,,"Action, Mecha, Sci-Fi, Shounen",Movie,1,144,
18303,Sonyeon 007 Jihajeguk,,"Action, Adventure, Sci-Fi, Shounen",Movie,1,170,
18305,15 Sonyeon Uju Pyoryugi,,"Action, Sci-Fi, Shounen, Space",Movie,1,435,
18307,Eunhajeonseol Tera,,"Action, Adventure, Sci-Fi, Shounen, Space",Movie,1,253,
18309,Hopiwa Chadolbawi,,"Action, Adventure, Historical, Shounen",Movie,1,234,
18311,Meoteoldosa,,"Action, Adventure, Fantasy, Magic, Shounen",Movie,1,168,
18313,Dokkaebi Gamtu,,"Action, Adventure, Demons, Fantasy, Shounen",Movie,1,214,
18315,Nareuneun Dwaeji - Haejeok Mateo,,"Action, Adventure, Sci-Fi, Shounen",Movie,1,163,
18317,Dodani,,"Drama, School, Shounen, Slice of Life",Movie,1,147,
18319,Gancheopjamneun Ttorijanggun,,"Action, Drama, Sci-Fi, Shounen",Movie,1,200,
18321,Kkomaeosa Ttori,,"Action, Adventure, Drama, Fantasy, Historical, Magic, Shounen",Movie,1,149,
18323,Jangdokdae,,"Historical, Drama",Special,1,158,
18325,The Silver Twilight,,"Action, Demons, Shounen",Movie,1,191,
18327,Dokgotak Dasi Chajeun Maundeu,,"Shounen, Sports",Movie,1,202,
18329,Meoteoldosawa Ttomae,,"Action, Adventure, Fantasy, Magic, Shounen",Movie,1,182,
18331,Meoteoldosawa 108 Yogoe,,"Action, Adventure, Fantasy, Shounen",Movie,1,179,
18339,Pro Yakyuu wo 10-bai Tanoshiku Miru Houhou,,"Comedy, Sports",Movie,1,187,
18341,Pro Yakyuu wo 10-bai Tanoshiku Miru Houhou Part 2,,"Comedy, Sports",Movie,1,174,
18353,Hadakya no Otonosama,,"Kids, Slice of Life",ONA,2,210,
18355,Sore Ike! Anpanman: Minna de Teasobi - Anpanman to Itazura Obake,,"Comedy, Fantasy, Kids",Movie,1,222,
18357,Sore Ike! Anpanman: Tobase! Kibou no Handkerchief,,"Comedy, Fantasy, Kids",Movie,1,222,
18377,Ganbare!! Tabuchi-kun!! Gekitou Pennant Race,,"Comedy, Sports",Movie,1,240,
18389,Heisei Policemen!!,,"Comedy, Police",ONA,6,294,
18443,The Winds of Victory,,"Shounen, Sports",OVA,1,246,
18447,Spheres,,"Action, Fantasy, Super Power",TV,26,495,Winter 2003
18451,Don: Gokudou Suikoden,,Drama,OVA,2,335,
18469,Odoriko Clinoppe,,"Comedy, Slice of Life",TV,26,217,Spring 2013
18475,Kagayake! Yuujou no V Sign,,Sports,OVA,1,209,
18489,Pleasant Goat and Big Big Wolf:Moon Castle - The Space Adventure,,"Adventure, Comedy, Kids",Movie,1,277,
18491,Pleasant Goat and Big Big Wolf:Mission Incredible:Adventures on the Dragon's Trail,,"Adventure, Comedy, Kids",Movie,1,275,
18521,GUNbare! Game Tengoku: The Game Paradise 2,,"Action, Adventure, Comedy",OVA,1,252,
18527,Gekikara Gag Gekijou: Tabasco Shower,,"Ecchi, Comedy",OVA,2,238,
18567,Taiman Blues: Ladies-hen - Mayumi,,Shounen,OVA,2,337,
18569,Taiman Blues: Shimizu Naoto-hen,,Shounen,OVA,3,386,
18573,Noobow,,"Kids, Slice of Life",TV,26,193,Fall 1995
18575,Noobow: Kieta Medal,,"Kids, Slice of Life",OVA,1,216,
18577,Noobow: Na Kokoro,,"Kids, Slice of Life",ONA,52,170,
18583,Kangetsu Ittou: Akuryou Kiri,,"Action, Martial Arts, Samurai",OVA,2,265,
18589,Hello Kitty no Minna no Mori wo Mamore!,,Kids,OVA,1,283,
18591,Sore Ike! Anpanman: Inochi no Hoshi no Dolly,,"Fantasy, Kids, Magic",Movie,1,231,
18627,Visitor,,Sci-Fi,Special,1,278,
18629,Taiheiyou ni Kakeru Niji,,"Kids, Slice of Life, Drama",OVA,1,191,
18631,Naniwa Kinyuu Den: Minami no Teiou,,"Comedy, Drama, Seinen",OVA,2,257,
18635,Little Miss Akane,,"Slice of Life, Comedy, School, Shoujo",TV,26,525,Spring 1968
18683,Shibai Taroka,,"Action, Comedy, Romance, School, Shounen",OVA,2,421,
18703,Star Dust,,"Sci-Fi, Space",OVA,1,296,
18731,Bokutachi no Peace River,,"Adventure, Drama, Kids, Supernatural",OVA,1,209,
18743,Money Wars: Nerawareta Waterfront Keikaku,,Seinen,OVA,1,328,
18759,Captain Movie,,"Sports, Shounen",Movie,1,301,
18773,Stag Beetle Tsumami,,Comedy,ONA,84,177,
18815,Oh! Super Milk-chan Special,,"Action, Sci-Fi, Comedy, Parody",Special,1,413,
18817,Yasai no Yousei: Quiz Gekijou,,"Comedy, Kids",Movie,1,197,
18819,Alice Tantei Kyoku,,"Mystery, Kids, Fantasy",TV,56,307,Spring 1995
18821,Rainbow Mountain,,"Adventure, Fantasy, Kids",OVA,1,246,
18823,Hello Kitty no Kieta Santa-san no Okurimono,,Kids,OVA,1,266,
18825,Hello Kitty no Shiawase no Tulip,,Kids,Special,1,284,
18829,Hello Kitty no Shiawase no Aoi Hotaru,,Kids,OVA,1,274,
18907,Tensai Eri-chan Kingyo wo Tabeta,,"Kids, Slice of Life, Comedy",Movie,1,150,
18919,The Midnight★Animal,,"Action, Supernatural, Seinen",ONA,12,334,
18937,Hakken Taiken Daisuki! Shimajirou,,"Adventure, Comedy, Fantasy, Kids, Magic",TV,101,264,Spring 2008
18939,Shimajirou Hesoka,,"Adventure, Comedy, Fantasy, Kids, Magic",TV,101,236,Spring 2010
18941,Shimajirou no Wow!,,"Adventure, Comedy, Fantasy, Kids, Magic",TV,,307,Spring 2012
18943,Shimajirou to Fufu no Daibouken Movie: Sukue! Nana-iro no Hana,,"Adventure, Comedy, Fantasy, Kids, Magic",Movie,1,216,
18967,Zukkoke Sannin-gumi: Zukkoke Jikuu Bouken,,"Comedy, Historical, Sci-Fi",OVA,1,208,
18983,Yuuto-kun ga Iku,,"Kids, Sports",TV,26,217,Summer 2013
19049,Tobe! Pegasus Kokoro no Goal ni Shoot,,"School, Sports",Movie,1,196,
19053,Kaitou Jigoma Ongaku-hen,,Music,Movie,1,222,
19059,UFO Nitsukamatta Kodomo-tachi,,"Sci-Fi, Kids",OVA,1,188,
19063,Judo-bu Monogatari,,"School, Sports",OVA,2,244,
19069,Okane wa Mawaru: Kurashi to Kinyuu,,Slice of Life,OVA,1,212,
19071,"Hyakumannen Attara, Dousuru?",,Kids,OVA,1,151,
19073,Hoshigari Hime no Bouken,,"Fantasy, Kids",OVA,1,153,
19087,Kaiketsu Tamagon,,"Adventure, Comedy, Kids",TV,195,277,Fall 1972
19121,Doctor Chichibuyama,,"Ecchi, Parody, Seinen",TV,2,471,Spring 1988
19167,Senbon Matsubara,,"Historical, Drama",Movie,1,247,
19169,Go! Go! Kadendanshi,,"Action, Seinen",ONA,78,360,
19177,Chiisana Love Letter: Mariko to Nemunoki no Kodomo-tachi,,"Music, School, Drama",Special,1,235,
19305,Nyuru Nyuru!! Kakusen-kun,,Comedy,TV,25,553,Summer 2013
19311,Turuturutu Narongi,,"Adventure, Kids",TV,52,183,Winter 2005
19325,Kwaegeol Longman Narongi,,"Adventure, Kids",TV,52,175,Winter 2006
19433,Sore Ike! Anpanman: Omusubiman,,Kids,Movie,1,219,
19437,Dokidoki Gakuen Kessen!! Youki Daimashiro,,"Action, Magic, Fantasy",OVA,1,284,
19445,Tetsujin 28-gou Gao!,,"Slice of Life, Mecha",TV,151,339,Spring 2013
19457,Green Saver,,"Adventure, Kids",TV,26,194,Fall 2009
19463,Hamuko Mairu!,,"Adventure, Comedy",OVA,1,148,
19467,Revbahaf Wang-gug Jaegeon-soelgi,,"Comedy, Drama, Shoujo",TV,26,544,Spring 2007
19479,Monkey Punch: Manga Katsudou Daishashin - Crime Mate Special,,"Action, Ecchi, Parody, Comedy",Special,1,474,
19495,Hakusai Anime,,"Slice of Life, Comedy, Romance, School",ONA,3,441,
19497,Kagerouka-kun,,"Fantasy, Kids",OVA,1,183,
19501,Giga Tribe,,"Comedy, Parody, Shounen, Super Power",TV,39,298,Fall 2008
19505,Kaizoku Ouji,,"Adventure, Shounen",TV,31,357,Spring 1966
19513,Toki-iro Kaima,,"Horror, Shounen",OVA,4,331,
19515,Kentoushi,,"Seinen, Sports",OVA,3,285,
19517,Taabou no Ryuuguusei Daitanken,,"Sci-Fi, Space, Kids, Fantasy",Movie,1,196,
19535,Taka no Tsume GO: Utsukushiki Elleair Shoushuu Plus,,"Comedy, Parody, Super Power",Movie,1,347,
19547,Beompeoking Jaepeo,,"Action, Cars",TV,26,260,
19555,Ttoli Janggun,,"Action, Drama, Shounen",Movie,1,169,
19557,"Anpanman to Hajime yo! Iro, Kazu, Katachi Wakarukana Iro, Katachi",,Kids,Special,1,300,
19559,Otoko wa Tsurai yo: Torajirou Wasurenagusa,,"Comedy, Romance",Special,1,198,
19583,Ishii Hisaichi no Dai Seikai,,"Parody, Comedy",OVA,1,150,
19587,Kaiketsu Zorori: Mamoru ze! Kyouryuu no Tamago,,"Adventure, Comedy, Kids",Movie,1,300,
19597,Milk House Dreaming: Ai no Shiki,,"Music, Shoujo",OVA,1,482,
19627,Junkers Come Here: Memories of You,,"Drama, Slice of Life",OVA,1,386,
19681,Hustle Punch,,"Comedy, Kids, Fantasy",TV,26,429,Fall 1965
19683,Kick no Oni (1971),,"Shounen, Sports",Movie,1,264,
19695,Clover 4/3,,"School, Drama",ONA,24,453,
19705,Meitantei Hangyodon: Kaitou Ruzu Arawaruno-kan,,"Kids, Mystery",OVA,1,167,
19717,Zoku Naniwa Yuukyouden,,"Action, Comedy",OVA,1,223,
19729,Naniwa Yuukyouden: Nekketsu!! Bakushou Mankai-hen,,"Action, Comedy",OVA,1,206,
19745,Naniwa Yuukyouden: Chou Gokudou! Yoru no Bat wa Manrui-hen,,"Action, Comedy",OVA,1,186,
19749,Naniwa Yuukyouden: Kyouretsu! Ana ga Attara Iretai-hen,,"Action, Comedy",OVA,1,168,
19751,Gu-Gu Ganmo (Movie),,Comedy,Movie,1,222,
19753,Naniwa Yuukyouden: Kanketsu-hen,,"Action, Comedy",OVA,1,165,
19781,Kuiba 3,,"Action, Adventure, Kids, Fantasy",Movie,1,439,
19783,Nanbo no Monjai! Yankee Gurentai,,"Action, Comedy",OVA,1,194,
19797,Nanbo no Monjai! 2: Yankee Gurentai,,"Action, Comedy",OVA,1,158,
19817,Namakemono ga Miteta,,"Slice of Life, Music, Seinen",OVA,2,180,
19831,Ore wa Chokkaku,,Comedy,TV,36,335,Winter 1991
19839,Go Player 2; Go Youngsters 2; Go Boy 2,,"Game, Historical",TV,26,251,
19843,Tamagotchi! Miracle Friends,,"Comedy, Fantasy, Kids",TV,29,450,Fall 2013
19849,Peeping Life 5.0ch,,"Comedy, Slice of Life",OVA,10,447,
19873,Marude Dameo,,"Comedy, Sci-Fi, Shounen",TV,47,263,Fall 1991
19875,Robotan,,"Comedy, Kids",TV,104,350,Fall 1966
19887,Shouri Toushu,,Sports,Movie,1,243,
19897,Ohayou! Spank (Movie),,"Slice of Life, Comedy, Romance",Movie,1,317,
19899,Fujiko F. Fujio: Sukoshi Fushigi Tanpen Theater,,"Adventure, Sci-Fi, Shounen, Space",OVA,11,249,
19901,Donkikko,,"Comedy, Shounen",TV,21,252,Fall 1967
19905,"Dai-chan, Daisuki.",,"Drama, School, Slice of Life",Movie,1,263,
19907,Ecchan no Sensou,,"Historical, Drama",Movie,1,278,
19909,Pipi Tobenai Hotaru,,"Drama, Fantasy",Movie,1,198,
19917,Nijuushi no Hitomi,,"Drama, Historical",Special,1,204,
19921,Ogami Matsugorou,,"Action, Martial Arts, Romance, School, Shounen",OVA,1,318,
19923,Anata ga Furikaeru Toki,,"Romance, School, Shoujo",OVA,1,499,
19941,Kimu no Juujika,,"Drama, Historical",Movie,1,204,
19943,Eikou e no Spur: Igaya Chiharu Monogatari,,"Drama, Historical, Sports",Movie,1,251,
19947,Ikkyuu-san (1978),,"Action, Sports, School",TV,26,452,Spring 1978
19957,Huckleberry no Bouken (Movie),,"Adventure, Historical, Drama",Movie,1,299,
19961,Heisei Tensai Bakabon,,"Slice of Life, Comedy",TV,46,521,Winter 1990
19965,Ikinari Dagon,,"Adventure, Fantasy",TV,12,220,Spring 1988
19981,Shisukon Ouji,,Adventure,TV,14,249,Winter 1964
19983,Shounen Ninja Kaze no Fujimaru: Nazo no Arabiya Ningyou,,"Action, Adventure, Samurai, Shounen",Movie,1,299,
19985,Uchuujin Pipi,,Kids,TV,52,203,Spring 1965
19987,Dr. Zen,,"Kids, Adventure, Comedy",TV,105,224,Spring 1965
19989,Tatakae! Osper,,"Action, Sci-Fi, Shounen",TV,52,289,Winter 1966
19991,Tobidase! Bacchiri,,"Comedy, Kids, Mystery",TV,132,227,Fall 1966
19993,Kaminari Boy Pikkari★bee,,"Adventure, Comedy, Kids",TV,54,205,Spring 1967
19995,King Kong - 001/7 Tom Thumb,,"Adventure, Sci-Fi",TV,26,298,Spring 1967
19997,Fight Da!! Pyuta,,"Action, Comedy, Sci-Fi, Shounen",TV,26,329,Spring 1968
19999,Sobakasu Pucchi,,"Adventure, Comedy, Kids",TV,162,223,Spring 1969
20001,Mouretsu Atarou,,"Comedy, Kids, Slice of Life",TV,90,283,Spring 1969
20003,Roppou Yabure-kun,,Slice of Life,TV,110,267,Spring 1969
20005,Pinch to Punch,,Comedy,TV,156,258,Fall 1969
20007,Hi Gekiga Ukiyoe Senya Ichiya,,"Action, Hentai",Movie,1,488,
20009,Doubutsu Mura Monogatari,,Kids,TV,100,270,Spring 1970
20023,Otanoshimi Anime Gekijou,,Comedy,TV,26,223,Spring 1970
20025,Itazura Tenshi Chippo-chan,,"Comedy, Kids",TV,240,237,Spring 1970
20027,Nihon Meisaku Douwa Series: Akai Tori no Kokoro,,"Kids, Adventure, Fantasy",TV,26,355,Winter 1979
20075,Obocchama-kun,,"Comedy, Parody",TV,164,346,Winter 1989
20077,Dotanba no Manners,,"Comedy, Slice of Life",TV,283,268,Fall 1984
20079,Ijiwaru Baasan,,"Comedy, Slice of Life",TV,39,297,Fall 1970
20081,Ijiwaru Baasan (1996),,"Slice of Life, Comedy",TV,46,226,Spring 1996
20083,Doteraman,,"Sci-Fi, Comedy",TV,20,305,Fall 1986
20085,Only You: Viva! Cabaret Club,,Comedy,TV,15,239,Fall 1998
20087,Treasure Gaust,,Game,TV,5,298,Spring 2007
20093,Furiten-kun,,"Slice of Life, Comedy, Seinen",Movie,1,213,
20095,Furiten-kun (1990),,"Comedy, Seinen, Slice of Life",OVA,2,193,
20109,Bokura Mangaka: Tokiwasou Monogatari,,"Comedy, Slice of Life",Special,1,294,
20111,Time Ranger Cesar Boy no Bouken: Roma Teikoku-hen,,"Adventure, Sci-Fi",OVA,1,188,
20113,Sore Ike! Anpanman: Tekka no Maki-chan to Kin no Kamameshidon,,"Adventure, Kids",Movie,1,235,
20115,Gekisou! Rubenkaiser,,"Cars, Shounen, Sports",TV,17,366,Fall 1977
20117,Kotowaza House,,"Comedy, Slice of Life",TV,773,357,Spring 1987
20123,Kappamaki and the Sushi Kids,,"Comedy, Slice of Life",TV,130,221,Spring 2003
20125,Tobidase! Machine Hiryuu,,"Cars, Comedy, Parody, Shounen",TV,21,280,Fall 1977
20127,Kariage-kun,,"Comedy, Seinen, Slice of Life",TV,59,286,Fall 1989
20143,Kazu & Yasu Hero Tanjou,,"Drama, Sports",Movie,1,256,
20145,Wagahai wa Neko de Aru,,"Comedy, Historical, Slice of Life",Special,1,332,
20147,Robokko Beeton,,"Adventure, Comedy, Kids, Slice of Life",TV,50,226,Fall 1976
20173,Mori no Senshi Bonolon,,"Adventure, Fantasy, Kids",TV,26,182,Fall 2007
20175,Gamba to Kawauso no Bouken,,"Kids, Adventure",Movie,1,278,
20183,Manga Ijin Monogatari,,Historical,TV,46,322,Fall 1977
20199,Ganbare Gonbe,,"Comedy, Kids, Parody",TV,77,189,Spring 1980
20201,Easy Cooking Animation: Seishun no Shokutaku,,Comedy,TV,25,270,Summer 1989
20205,Yama ni Kagayaku: Guide-ken Heiji Gou,,"Drama, Slice of Life",Special,1,174,
20207,Boku no Boukuugou,,"Kids, Historical, Drama",Special,1,452,
20223,Shounen Tokugawa Ieyasu,,"Drama, Historical, Shounen",TV,20,352,Spring 1975
20225,Umigame to Shounen,,"Drama, Historical",Special,1,338,
20227,Yocchan no Biidama,,"Drama, Historical",Special,1,144,
20229,Makkuro na Obentou,,"Drama, Historical",Movie,1,308,
20231,Manga Kodomo Bunko,,"Drama, Fantasy, Kids",TV,51,251,Fall 1978
20233,Tonari no Tamageta-kun,,"Comedy, Sci-Fi",TV,60,261,Spring 1974
20235,Tako ni Natta Okaasan,,"Historical, Drama",Special,1,410,
20237,Anime Document: München e no Michi,,Sports,TV,16,323,Spring 1972
20239,Hana no Kakarichou,,"Comedy, Seinen, Slice of Life",TV,25,268,Fall 1976
20241,Manga Hana no Kakarichou,,"Comedy, Seinen, Slice of Life",Movie,1,179,
20243,Gatapishi,,"Comedy, Slice of Life",TV,199,282,Spring 1990
20261,W-Tails Cat: A Strange Presence,,"Action, Military, Sci-Fi, Hentai, Police, Mecha",ONA,7,288,
20353,Gakkou no Yuurei,,"Demons, Horror, School",OVA,6,793,
20383,Baka Mukashibanashi Movie: Jijii Wars,,"Fantasy, Comedy, Historical",Movie,1,239,
20453,Mikosuri Han-Gekijou,,"Comedy, Parody",OVA,1,157,
20471,Uru in Blue,,"Military, Sci-Fi",Movie,1,5334,
20499,Maji,,"Drama, Shounen",OVA,3,306,
20529,Harinezumi,,Music,Music,1,257,
20603,Kyoufu no Kyou-chan,,"Comedy, Parody",TV,7,203,Fall 1994
20703,Goannai Shimasu Another World e,,Slice of Life,OVA,1,179,
20715,Mint,,"Drama, Fantasy",Movie,1,2651,
20755,TINY★TWIN★BEARS,,"Kids, Slice of Life",TV,26,283,Winter 2013
20797,Sennen no Yakusoku,,"Kids, Slice of Life",OVA,1,165,
20799,Norman the Snowman:The Northern Lights,,"Kids, Fantasy",Movie,1,244,
20835,Joshikousei Nobunaga-chan!!,,"Comedy, Ecchi, School",ONA,10,982,
20873,Hana no Zundamaru,,"Martial Arts, Comedy, Parody",ONA,8,314,
20963,Shimajirou to Kujira no Uta,,"Adventure, Comedy, Fantasy, Kids",Movie,1,220,
20975,Seisenshi Dunbine Memorial,,"Sci-Fi, Adventure, Mecha",Special,3,490,
21019,Noonbory & the Super 7,,"Kids, Fantasy",TV,26,163,Fall 2009
21021,Juugo Shounen Hyouryuuki: Kaizokujima de! Daibouken,,"Adventure, Fantasy, Kids, Sci-Fi",Movie,1,284,
21025,Chang,,"Drama, Military, Thriller",Movie,1,596,
21037,Uchuu Icchokusen,,"Sci-Fi, Mystery, Space, Fantasy",Movie,1,599,
21053,Ikemen Kyuugo-tai Nurse Angels,,Comedy,TV,10,257,Spring 2013
21099,Kenji no Trunk,,"Kids, Fantasy",Movie,1,292,
21101,Katta-kun Monogatari,,"Adventure, Kids",Movie,1,170,
21121,Heart Cocktail Again,,"Romance, Seinen",OVA,1,245,
21129,A Jewish Girl in Shanghai,,"Historical, Kids, Shoujo",Movie,1,336,
21161,Wansa-kun OVA,,"Comedy, Kids",OVA,1,201,
21275,Yawaraka Sensha,,Comedy,ONA,53,220,
21277,Yawaraka Atom,,"Comedy, Parody",ONA,7,204,
21291,Sore Ike! Anpanman: Minami no Umi wo Sukue!,,"Comedy, Fantasy, Kids",Special,1,226,
21293,Sore Ike! Anpanman: Shabondama no Purun,,"Comedy, Fantasy, Kids",Movie,1,203,
21295,Sore Ike! Anpanman: Tenohira wo Taiyou ni,,"Comedy, Fantasy, Kids",Movie,1,207,
21297,Sore Ike! Anpanman: Yakisobapanman to Black Sabotenman,,"Comedy, Fantasy, Kids",Movie,1,236,
21433,Chou Zenmairobo: Patrasche,,"Comedy, Historical, Mecha, Parody, Sci-Fi",TV,13,393,Winter 2014
21447,Meitantei Rascal,,"Adventure, Mystery, Kids",TV,12,342,Winter 2014
21467,Ikkyuu-san to Yancha Hime,,"Comedy, Historical, Kids",Movie,1,261,
21475,Ikkyuu-san: Haru Da! Yancha Hime,,"Comedy, Historical, Kids",Movie,1,220,
21483,Sanchoume no Yuuhi,,"Comedy, Slice of Life",TV,27,248,Fall 1990
21485,Dokkan! Robotendon,,"Adventure, Kids, Slice of Life",TV,26,187,Fall 1995
21487,Shin Dokonjou Gaeru,,"Slice of Life, Comedy, Shounen",TV,30,309,Fall 1981
21489,Shin Dokonjou Gaeru: Dokonjou Yumemakura,,"Slice of Life, Comedy, Shounen",Movie,1,273,
21491,Ninjaman Ippei,,"Action, Comedy, School, Slice of Life",TV,13,254,Fall 1982
21509,Trip Trek (2010),,"Adventure, Fantasy, Comedy",ONA,8,211,
21517,Soratobu Usagi no Yuukai Boushi: Boku Iya Da yo!,,Kids,OVA,1,149,
21525,Geba Geba Show Time!,,Comedy,OVA,1,210,
21539,Oraa Guzura Dado,,"Comedy, Kids",TV,52,284,Fall 1967
21545,Choubakumatsu Shounen Seiki Takamaru,,"Action, Comedy, Fantasy",OVA,2,250,
21547,Shin Choubakumatsu Shounen Seiki Takamaru,,"Action, Comedy, Fantasy",OVA,6,203,
21549,Hitotsuboshi-ke no Ultra Baasan,,"Comedy, Slice of Life",TV,13,280,Fall 1982
21551,Kaitei Toshi no Dekiru made,,Sci-Fi,Movie,1,215,
21553,Asobo Toy-chan,,Kids,TV,53,189,Fall 1994
21713,Usagi no Mofy,,Kids,ONA,13,303,
21749,Kimama ni Idol,,Music,OVA,1,372,
21761,Ari to Hato,,Kids,Movie,1,247,
21763,Ari to Hato (1953),,Kids,Movie,1,220,
21765,Ari to Hato (1959),,Kids,Movie,1,281,
21869,Tarepanda,,Music,OVA,1,275,
21913,Kanbee-kun ga Yuku,,"Comedy, Historical, Kids",Special,3,151,
21933,Sore Ike! Anpanman: Anpanman to Happy Otanjoubi,,"Comedy, Fantasy, Kids",Movie,1,212,
21935,Sore Ike! Anpanman: Anpanman to Okashi na Nakama,,"Comedy, Fantasy, Kids",Movie,1,206,
21937,Sore Ike! Anpanman: Anpanman to Yukai na Nakama-tachi,,"Comedy, Fantasy, Kids",Movie,1,268,
21941,Sore Ike! Anpanman: Anpanman no Jin-Jin-Jingle Bells,,"Comedy, Fantasy, Kids",Special,1,209,
21943,Sore Ike! Anpanman: Baikinman to 3 Bai Punch,,"Comedy, Fantasy, Kids",Movie,1,210,
21945,Sore Ike! Anpanman: Baikinman vs. Baikinman!?,,"Kids, Fantasy, Comedy",Movie,1,197,
21947,Sore Ike! Anpanman: Gomira no Hoshi,,"Comedy, Kids, Fantasy",Movie,1,211,
21951,Sore Ike! Anpanman: Hiya Hiya Hiyariko to Bafu Bafu Baikinman,,"Kids, Fantasy, Comedy",Movie,1,206,
21953,Sore Ike! Anpanman: Horrorman to Hora Horako,,"Comedy, Fantasy, Kids",Movie,1,204,
21955,Sore Ike! Anpanman: Kokin-chan to Namida no Christmas,,"Comedy, Fantasy, Kids",Special,1,185,
21957,Sore Ike! Anpanman: Kokin-chan to Aoi Namida,,"Comedy, Fantasy, Kids",Movie,1,200,
21959,Sore Ike! Anpanman: Kuruyuki-hime to Mote Mote Baikinman,,"Kids, Fantasy, Comedy",Movie,1,209,
21961,Sore Ike! Anpanman: Minna Atsumare! Anpanman World,,"Comedy, Fantasy, Kids",Movie,1,216,
21963,Sore Ike! Anpanman: Tsukiko to Shiratama - Tokimeki Dancing,,"Comedy, Fantasy, Kids",Movie,1,204,
21967,Sore Ike! Anpanman: Yousei Rinrin no Himitsu,,"Comedy, Fantasy, Kids",Movie,1,209,
21969,Sore Ike! Anpanman: Yumeneko no Kuni no Nyanii,,"Comedy, Fantasy, Kids",Movie,1,221,
21971,Sore Ike! Anpanman: Yuuki no Hana ga Hiraku Toki,,"Comedy, Fantasy, Kids",Movie,1,206,
21973,Sore Ike! Anpanman: Anpanman to Oyakusoku,,"Comedy, Fantasy, Kids",OVA,2,201,
21975,Sore Ike! Anpanman: Outa to Teasobi Tanoshii ne,,"Comedy, Fantasy, Kids",OVA,2,196,
21981,Pic-lele,,Kids,TV,12,154,Winter 2014
22035,Sore Ike! Anpanman: Lyrical☆Magical Mahou no Gakkou,,"Comedy, Fantasy, Kids",Movie,1,214,
22037,Sore Ike! Anpanman: Dokin-chan no Dokidoki Calendar,,"Comedy, Fantasy, Kids, Sci-Fi",Movie,1,177,
22065,The Adventures of T-Rex,,"Action, Adventure, Comedy, Kids",TV,52,238,Fall 1992
22111,Kattobase! Dreamers: Carp Tanjou Monogatari,,Sports,Movie,1,235,
22131,Train Heroes Movie,,Kids,Movie,1,154,
22197,Yuuto-kun ga Iku Movie,,"Kids, Sports",Movie,1,156,
22219,Warera Salaryman Tou,,"Comedy, Slice of Life",TV,26,206,Fall 1970
22239,Mahou no Yousei Persia Pilot,,Magic,Special,1,346,
